40.4036 30.79039 47.00315
40.59686 30.49366 47.00315
40.65087 30.29746 47.00315
40.44954 30.09233 47.00315
40.37218 30.15532 47.00315
40.1526 29.80087 47.00315
40.18497 29.45664 47.00315
40.12457 29.45943 47.00315
39.93084 29.41705 47.00315
39.88313 29.55361 47.00315
39.71752 29.67666 47.00315
39.59124 29.77872 47.00315
39.49129 30.17067 47.00315
39.21742 29.96169 47.00315
39.07619 29.99071 47.00315
39.01204 30.01917 47.00315
38.96519 30.44671 47.00315
38.76166 30.46343 47.00315
38.7112 30.58361 47.00315
38.68536 30.61788 47.00315
38.53162 30.69289 47.00315
38.44678 30.88814 47.00315
38.35047 30.97096 47.00315
38.29392 30.97021 47.00315
38.29125 30.97051 47.00315
38.2883 30.96702 47.00315
38.28414 30.96281 47.00315
38.26732 30.95446 47.00315
38.25882 30.9475 47.00315
38.25314 30.94776 47.00315
38.24817 30.95158 47.00315
38.23576 30.94429 47.00315
38.23373 30.93872 47.00315
38.2372 30.92926 47.00315
38.23206 30.92752 47.00315
38.22702 30.92377 47.00315
38.22512 30.90764 47.00315
38.21873 30.89835 47.00315
38.21127 30.89941 47.00315
38.20865 30.89001 47.00315
38.20232 30.88929 47.00315
38.19381 30.90403 47.00315
38.18209 30.90204 47.00315
38.17785 30.90854 47.00315
38.02065 31.15283 47.00315
37.99789 31.35289 47.00315
38.14726 31.4188 47.00315
38.41459 31.56116 47.00315
38.59737 31.60855 47.00315
38.59809 31.50169 47.00315
38.92268 31.40258 47.00315
39.00841 31.41114 47.00315
39.19814 31.53328 47.00315
39.20366 31.53923 47.00315
39.2066 31.56218 47.00315
39.23162 31.56164 47.00315
39.50634 31.59703 47.00315
39.57507 31.67694 47.00315
39.80659 31.57888 47.00315
39.88851 31.38674 47.00315
40.1146 31.32703 47.00315
40.26611 31.13862 47.00315
40.24033 31.08311 47.00315
40.17252 30.86773 47.00315
40.25884 30.75419 47.00315
40.4036 30.79039 47.00315


40.18497 29.45664 42.278292
40.23634 29.39875 42.278292
40.57754 29.35021 42.278292
40.71243 29.28771 42.278292
40.82335 29.05957 42.278292
41.09552 28.97821 42.278292
41.2136 28.94899 42.278292
41.29089 28.97694 42.278292
41.4817 28.85086 42.278292
41.68238 28.83501 42.278292
41.79638 28.78091 42.278292
41.91568 28.74149 42.278292
41.70833 28.47105 42.278292
41.48737 27.96455 42.278292
41.40623 27.81606 42.278292
41.40556 27.8097 42.278292
41.40149 27.58618 42.278292
41.3689 27.39717 42.278292
41.39577 27.2254 42.278292
41.36939 27.19812 42.278292
41.33384 27.1304 42.278292
41.23319 27.05528 42.278292
41.04717 27.14129 42.278292
40.90009 27.07008 42.278292
40.82698 26.77681 42.278292
40.82828 26.77478 42.278292
40.51112 26.43953 42.278292
40.24714 26.12632 42.278292
40.18233 25.97242 42.278292
40.22416 25.86012 42.278292
40.08291 25.66177 42.278292
40.25673 25.70762 42.278292
40.3147 25.88477 42.278292
40.48975 25.97449 42.278292
40.76473 25.95666 42.278292
40.9154 25.38951 42.278292
40.72064 25.23773 42.278292
40.94309 24.88413 42.278292
40.95551 24.65999 42.278292
40.55456 24.50216 42.278292
40.88123 24.04819 42.278292
40.78566 23.98683 42.278292
40.72438 23.66359 42.278292
41.37477 23.30752 42.278292
41.2172 23.00473 42.278292
41.1429 22.96841 42.278292
41.14147 22.97136 42.278292
41.12108 22.95115 42.278292
41.11882 22.94742 42.278292
41.12225 22.94422 42.278292
40.72166 22.68613 42.278292
40.32632 22.34462 42.278292
39.68344 22.40335 42.278292
38.53358 22.79282 42.278292
38.43685 22.90547 42.278292
37.9836 22.7051 42.278292
37.85158 22.6476 42.278292
37.71048 22.58658 42.278292
37.51465 22.18748 42.278292
37.50769 22.02241 42.278292
37.58413 21.73293 42.278292
36.40545 21.91503 42.278292
36.40254 21.92873 42.278292
36.45973 21.99965 42.278292
36.18229 22.06418 42.278292
36.1016 22.18085 42.278292
35.73289 22.36522 42.278292
35.63129 22.29191 42.278292
35.5545 22.23671 42.278292
35.4071 22.26544 42.278292
34.78445 22.51519 42.278292
34.46155 22.64004 42.278292
33.93706 23.097 42.278292
33.71029 23.1752 42.278292
33.68408 23.22271 42.278292
33.67336 23.24216 42.278292
33.91141 23.40602 42.278292
34.27515 24.40388 42.278292
